id,question
234,Why did the attacker's proposed penalty proposal receive the necessary votes to pass?
234,How did the attacker gain control of Tornado Cash DAO?
235,"Which other project, 'Swap X', is associated with the known exploiter from the WDZD Swap hack?"
235,"What specific vulnerability was used in the WDZD Swap hack, given that it was a known exploiter who carried out the attack?"
235,Which blockchain was the targeted project (WDZD Swap) based on?
235,"What project was exploited on May 19, 2023, and how much money was stolen?"
235,"Who was the attacker in this case, and does their name suggest anyPrevious history of similar exploits or scams?"
236,What does the victim offer to the attacker in return for returning 50% of the funds stolen from them and refraining from reporting them to Interpol and other authorities?
236,"What was the largest confirmed amount of assets stolen by 'Inferno Drainer' from a single victim, and what did the victim write in an on-chain message to the thief?"
236,What percentage cut does 'Inferno Drainer' take as their payment for the phishing scam software sold to the phishers using this service?
236,What additional legal right does the victim seem to grant to the attacker should they accept the offer mentioned in their on-chain message?
236,"What is the identity of the phishing-as-a-service company named 'Inferno Drainer' that has been active since mid-February, 2023, and has stolen assets nominally worth around $5.9 million?"
237,Which cryptocurrencies were stolen in this phishing attack on HitBTC?
237,What was the name of the phishing website that impersonated the real crypto exchange?
237,"How much money, in total, was stolen from victims of this phishing scam?"
237,What gave away the fact that the website accessed by some users was not the real HitBTC?
237,What URL should users verify when accessing HitBTC to avoid falling victim to such a phishing attack?
238,What protocol was hacked and how much money was taken in the hack?
238,Who were the individuals that returned some of the stolen funds (apparent whitehats) and when?
238,What was the effect of Deus Finance's algorithmic stablecoin losing its dollar peg and how has it recovered?
238,In what way did attackers exploit the contracts of the DEI token?
238,"Has this protocol been targeted before and if so, how much were previous exploits?"
239,What was the impact of the exploit on the LVL token price?
239,Who was responsible for exploiting Level Finance and how much did they gain from the attack in BNB?
239,Why were the vulnerabilities not detected by Obelisk and Quantstamp during their audit of the project's smart contracts?
239,Were any third-party firms involved in the auditing process of the Level Finance smart contracts prior to the exploit?
239,"What recovery measures, if any, have been implemented following the Level Finance exploit?"
240,"Which specific instances of 'permit phishing' scam resulted in the loss of $4 million, $1.04 million, and $2.28 million?"
240,Which incidents between March and April 2023 saw the highest value in funds lost from individual wallets?
240,What is the total amount stolen from March to April 2023 due to this scam?
240,When did Scam Sniffer first detect instances of the 'permit phishing' scam?
240,In which months did incidents involving 'permit phishing' scams occur in April 2023?
241,What was the total value locked (TVL) in 0VIX before the hack occurred?
241,In what way did the attacker manipulate the oracle prior to executing a flash loan attack on the project?
241,"Was any resolution or restoration action taken by 0VIX, such as collaboration with security firms or an offer for a bug bounty, after the hack was discovered?"
241,What was the approximate value of funds stolen during the 0VIX protocol hack on the Polygon blockchain?
241,What terms were offered in the bug bounty agreement for the attacker to return the remaining funds without facing legal action?
242,Which Bitcoin addresses were identified as being connected to Russian hacking activity?
242,What message was left in the destroyed transactions to make allegations?
242,Why did the activity of this thief commence prior to the Russian invasion of Ukraine?
242,What organization's analysis supported the link between some of the wallets and Russian hackers/disinformation pushers?
242,'The thief' stopped destroying the Bitcoin and instead began transferring it to addresses identified for Ukrainian aid. To who were these Bitcoins transferred?
243,What is the position of AT&T regarding the claim that the hackers can allegedly gain access to any AT&T account via the employee portal? What did they instead attribute the breach to?
243,"Did any AT&T employee actively participate in this cyber attack, or was it an external actor exploiting an API access?"
243,"Which cryptocurrency exchanges, apart from Coinbase and Gemini, had their customers' accounts drained due to the hack?"
243,What was the total estimated amount of cryptocurrency stolen as a result of the AT&T customers' crypto wallet compromises reported in April 2023?
243,Which specific AT&T customer accounts were used by attackers to gain access to victims' cryptocurrency accounts?
244,Is there any suspicion or evidence that the entire team of the Merlin Project is involved in this incident rather than a few rogue developers?
244,What steps are being taken by the remainig team members to trace the thieves responsible for the $1.82 million theft?
244,"What action were users asked to take by the Merlin DEX following their belief of an exploit in the early hours of April 26, 2023?"
244,What firm audited the Merlin DEX before its launch and how are they assisting after the hack?
244,On what date did the Merlin DEX launch on zkSync Ethereum layer-2?
245,How many transactions were identified as affected by the exploit in the UniSat wallet?
245,Is there any information available about who was identified as responsible for the theft that occurred from the exploited UniSat wallet?
245,What vulnerability was present in the code of the exploited UniSat wallet that made it susceptible to double-spend attacks?
245,"What was the name of the exploited BRC-20 wallet that was launched on April 23, 2023?"
245,What actions has the UniSat team taken or promised to compensate affected users due to the exploit?
246,Who or what party might be behind this wallet draining operation according to the crypto researcher's speculation?
246,"What is the proposed mechanism of attack that could explain this draining operation, as hinted in the tweet thread?"
246,"What is the total amount (in ETH) stolen in this operation as of April 18, 2023?"
246,Which blockchains were affected by this draining operation and from when did it start?
246,Who conducted the research about the massive wallet draining operation and where can I find their Twitter thread?
247,Were any other projects involved apart from Hundred Finance in the March 2022 flash loan attack mentioned?
247,What was the amount of funds siphoned from Hundred Finance in the recent exploit?
247,Does the provided record indicate if the latest exploit was a one-time event for Hundred Finance or part of a larger pattern? (include previous incidents)
247,Has Hundred Finance managed to recover any funds from the attacker?
247,"In what network, Optimism layer-2 or otherwise, did this exploit occur?"
248,"Which cryptocurrency exchange was hacked on April 14, 2023?"
248,What actions were taken by Bitrue following the hack?
248,Who will be compensated for their losses due to the Bitrue hack?
248,What specific tokens were stolen as a result of the Bitrue hack?
248,How were the funds estimated to be around $23 million?
249,Did Franklin publicly disclose the name of the project or individual he suspects of orchestrating the scam for profit?
249,"What is the total ETH loss reported by Franklin from social media activities, considering NFT trading losses as well as personal gambling at Rollbit?"
249,Has Franklin temporarily withdrawn from NFT trading and social media following the incident?
249,"What NFT project did Franklin mention getting scammed on, resulting in 2000 ETH loss?"
249,Were there any signs of insider trading or suspicious activity involving Franklin and Rollbit crypto casino prior to the incident?
250,What token was used by the attacker to mint more than 1.2 quadrillion yUSDT in the Yearn Finance exploit?
250,What actions did the attacker take after initiating the exploit in the Yearn Finance protocol?
250,"Which version of the Yearn protocol was vulnerable to the bug, and when was it frozen?"
250,"What was the estimated loss in the Yearn Finance exploit on April 13, 2023?"
250,Which additional platforms (besides Aave) were potentially impacted by the Yearn Finance exploit?
251,What action did GDAC take immediately after the attack?
251,What percentage of funds custodied on the GDAC exchange were represented by the stolen assets?
251,How much were the stolen assets worth at the time of the exploit?
251,"What were the specific assets stolen in the GDAC exchange hack on April 10, 2023?"
251,Who was contacted to investigate the hack?
252,"Were there any known vulnerabilities in the Terraport Finance smart contracts that could have facilitated the hack on April 10, 2023?"
252,"How was the attacker able to drain all project liquidity pools in Terraport Finance on April 10, 2023?"
252,"What are the specific assets drained from Terraport Finance during the hack disclosed on April 10, 2023?"
252,Why did the attacker choose to target Terraport Finance shortly after its launch and what impact did this have on the overall value of the project?
252,"Was there an audit for Terraport Finance prior to its launch on March 31, 2023?"
253,What actions has SushiSwap leader Jared Grey advised users to take regarding the vulnerable contract?
253,Who was the victim of a theft through the SushiSwap decentralized exchange?
253,Approximately how much ETH (in USD) were stolen from 0xSifu?
253,"How many addresses have approved the vulnerable smart contract on various chains, and which chains are these?"
253,What specific bug in the SushiSwap smart contract allowed this theft?
254,Why did Gryphon Digital Mining reportedly hesitate to report the fraud to law enforcement agencies like the FBI?
254,What was the specific method used to defraud Gryphon Digital Mining's CEO?
254,Who are the parties involved in this lawsuit and what is their allegation against each other?
254,"Besides the fraudulent transaction, what other issues does Sphere 3D allege in the lawsuit against Gryphon Digital Mining?"
254,"What actions did Gryphon undertake that led Sphere 3D to accuse them of 'skimm[ing] off the top (i.e., st[ole]) from Sphere's assets'?"
255,Can you provide any details about the suspicious-looking transactions that led observers to suspect Bryant's hack?
255,How much is the stolen Bored Ape NFT likely to fetch if resold on the market?
255,"What are the approximate total values of the three other NFTs stolen alongside Bored Ape, along with a rough estimate of the stolen cryptocurrencies?"
255,"How did Bryant confirm the theft occurred and what was his reaction to it, as mentioned in the report?"
255,"What valuable NFTs were stolen from Dez Bryant, the former NFL player turned 'web3 innovator', in the reported hack?"
256,What was the name of the hacked liquidity protocol?
256,Which blockchain did the Sentiment protocol reside on during the attack?
256,What were the types of tokens stolen in the Sentiment hack?
256,How did the attacker execute the theft according to the record?
256,What was the outcome of the offer made by Sentiment to the exploiter?
257,"Who was the perpetrator in this $25 million MEV bot exploit on April 3, 2023?"
257,"What were the cryptocurrencies (WBTC, USDT, Dai, WETH) involved in the over $25 million loss due to this exploit?"
257,What debate exists regarding whether MEV bots are stealing or operating within established rules (regarding MEV bots)?
257,"To execute a 'sandwich attack', what type of transactions did the malicious actor send before and after the pending transaction?"
257,Who was the rogue Ethereum validator that replaced transactions in this exploit?
258,"Has Allbridge temporarily halted operations due to the exploit and if so, for how long are they planning to keep operations suspended?"
258,Has Allbridge shared details about their planned user compensation strategy following the identified exploitation?
258,Which smart contract vulnerability was manipulated to facilitate the theft in the Allbridge incident?
258,Did Allbridge confirm any collaboration with law enforcement regarding the investigated theft?
258,"What was the approximate amount stolen during the exploit of Allbridge cross-chain bridge on April 1, 2023?"
259,"How were users' tokens allegedly claimed by attackers using hacked vanity addresses, and how much was reportedly stolen in this manner?"
259,"Who were the two exploiters who siphoned a combined total of more than 1 million ARB tokens, and what was done with the stolen tokens?"
259,"What happened to the real Arbitrum Twitter account during the airdrop event, and why was it suspended?"
259,"Why did some wallets attempting to estimate gas fees malfunction during the Arbitrum airdrop, showing estimates in the billions of dollars?"
259,"Was there any successful exploit in the Arbitrum airdrop event? If so, what was its impact and how were tokens siphoned from wallets?"
260,Which code upgrade introduced the bug that facilitated this hack?
260,"How and when was the SafeMoon liquidity pool compromised, resulting in a theft of $8.9 million?"
260,How was the price of the SafeMoon token artificially inflated as part of this exploit?
260,What tactic did the attacker use to take advantage of the bug and steal from the SafeMoon liquidity pool?
260,"What method was used by the attacker to sell the overpriced SafeMoon tokens, resulting in the stolen proceeds?"
